chart_week,current_week,title,performer,last_week,peak_pos,wks_on_chart,Sentiment,Emotions
1969-09-06,10,I'll Never Fall In Love Again,Tom Jones,14,10,14,Positive,"{'sadness': 16, 'joy': 17, 'anticipation': 3, 'surprise': 1, 'fear': 2}"
1969-09-13,10,I Can't Get Next To You,The Temptations,11,10,5,Positive,"{'sadness': 7, 'anticipation': 5, 'anger': 3, 'joy': 3, 'surprise': 1, 'trust': 2, 'disgust': 2, 'fear': 4}"
1969-09-20,8,Jean,Oliver,18,8,6,Positive,"{'joy': 7, 'trust': 7, 'anticipation': 7, 'surprise': 3, 'sadness': 1, 'fear': 1}"
1969-09-20,9,Little Woman,Bobby Sherman,16,9,5,Negative,"{'sadness': 9, 'surprise': 7, 'joy': 1, 'trust': 1, 'fear': 2, 'anticipation': 2, 'anger': 1, 'disgust': 1}"
1969-09-27,9,Hot Fun In The Summertime,Sly & The Family Stone,21,9,8,Positive,"{'anticipation': 15, 'joy': 11, 'trust': 6, 'surprise': 2, 'anger': 7, 'sadness': 1}"
1969-09-27,10,"Oh, What A Night",The Dells,11,10,7,Positive,"{'joy': 11, 'anticipation': 2, 'surprise': 2}"
1969-10-04,8,Everybody's Talkin',Nilsson,17,8,8,Positive,"{'trust': 4, 'anticipation': 2, 'joy': 4, 'surprise': 6, 'anger': 2, 'sadness': 4}"
1969-10-11,9,This Girl Is A Woman Now,Gary Puckett And The Union Gap,11,9,8,Positive,"{'anticipation': 6, 'joy': 11, 'surprise': 4, 'trust': 8, 'anger': 1}"
1969-10-18,6,Suspicious Minds,Elvis Presley,11,6,6,Positive,"{'joy': 18, 'trust': 5, 'anger': 6, 'anticipation': 7, 'fear': 2, 'surprise': 1, 'sadness': 1}"
1969-10-18,7,That's The Way Love Is,Marvin Gaye,12,7,9,Positive,"{'joy': 33, 'sadness': 7, 'anticipation': 4, 'trust': 4, 'anger': 2, 'fear': 3}"
1969-10-18,8,Wedding Bell Blues,The 5th Dimension,25,8,4,Positive,"{'fear': 11, 'sadness': 8, 'joy': 13, 'anticipation': 6, 'trust': 8, 'anger': 3, 'disgust': 2, 'surprise': 5}"
1969-10-18,10,Tracy,The Cuff Links,19,10,6,Positive,"{'anger': 1, 'anticipation': 3, 'disgust': 1, 'fear': 1, 'joy': 6, 'sadness': 1, 'surprise': 1, 'trust': 3}"
1969-10-25,8,Baby It's You,Smith,13,8,8,Positive,"{'joy': 16, 'surprise': 2, 'trust': 4, 'sadness': 2}"
1969-10-25,10,I'm Gonna Make You Mine,Lou Christie,11,10,10,Positive,"{'surprise': 3, 'anticipation': 1, 'joy': 9, 'trust': 1, 'anger': 1, 'fear': 1}"
1969-11-01,10,Come Together/Something,The Beatles,13,10,3,Positive,"{'disgust': 11, 'anticipation': 22, 'joy': 19, 'sadness': 15, 'trust': 24, 'surprise': 13, 'anger': 7, 'fear': 9}"
1969-11-08,8,And When I Die,"Blood, Sweat & Tears",17,8,4,Negative,"{'fear': 24, 'sadness': 21, 'anger': 10, 'disgust': 10, 'anticipation': 12, 'joy': 8, 'trust': 7, 'surprise': 2}"
1969-11-08,9,Something,The Beatles,11,9,4,Positive,"{'anticipation': 3, 'joy': 5, 'trust': 5, 'sadness': 3, 'surprise': 5}"
1969-11-08,10,Smile A Little Smile For Me,The Flying Machine,12,10,6,Positive,"{'joy': 18, 'surprise': 13, 'trust': 18, 'anticipation': 4, 'anger': 5, 'fear': 5, 'sadness': 5, 'disgust': 3}"
1969-11-15,10,Take A Letter Maria,R.B. Greaves,18,10,5,Positive,"{'anticipation': 21, 'disgust': 4, 'anger': 3, 'fear': 3, 'joy': 3, 'surprise': 3, 'trust': 3}"
1969-11-22,6,Na Na Hey Hey Kiss Him Goodbye,Steam,11,6,6,Positive,"{'anticipation': 12, 'joy': 23, 'surprise': 10, 'sadness': 6, 'fear': 5, 'trust': 2, 'anger': 1}"
1969-11-22,8,"Yester-Me, Yester-You, Yesterday",Stevie Wonder,22,8,6,Negative,"{'anticipation': 3, 'joy': 3, 'trust': 2, 'anger': 2, 'disgust': 2, 'fear': 2, 'sadness': 4}"
1969-11-29,7,Leaving On A Jet Plane,"Peter, Paul & Mary",12,7,6,Positive,"{'anticipation': 15, 'anger': 4, 'disgust': 4, 'fear': 4, 'sadness': 10, 'joy': 10, 'surprise': 10, 'trust': 8}"
1969-11-29,9,Down On The Corner/Fortunate Son,Creedence Clearwater Revival,21,9,6,Positive,"{'anticipation': 101, 'anger': 70, 'disgust': 42, 'joy': 155, 'trust': 95, 'surprise': 55, 'fear': 72, 'sadness': 62}"
1969-11-29,10,Eli's Coming,Three Dog Night,18,10,6,Positive,"{'anticipation': 1, 'fear': 27, 'joy': 1, 'trust': 2, 'anger': 1, 'sadness': 3, 'disgust': 1}"
1969-12-06,9,Someday We'll Be Together,Diana Ross & The Supremes,11,9,5,Positive,"{'joy': 18, 'anticipation': 20, 'sadness': 15, 'trust': 10, 'fear': 8, 'surprise': 6}"
1969-12-13,9,Raindrops Keep Fallin' On My Head,B.J. Thomas,13,9,7,Positive,"{'anticipation': 5, 'joy': 3, 'surprise': 1, 'trust': 1, 'fear': 1, 'sadness': 2}"
1969-12-13,10,Backfield In Motion,Mel And Tim,11,10,9,Positive,"{'anticipation': 14, 'joy': 9, 'disgust': 1, 'sadness': 2, 'anger': 5, 'fear': 2, 'surprise': 1}"
1969-12-20,9,Holly Holy,Neil Diamond,13,9,8,Positive,"{'sadness': 9, 'anticipation': 15, 'joy': 15, 'trust': 15, 'surprise': 5, 'anger': 1, 'disgust': 1, 'fear': 2}"
1969-12-27,8,I Want You Back,Jackson 5,17,8,7,Positive,"{'anticipation': 2, 'joy': 22, 'trust': 6, 'sadness': 3, 'surprise': 5}"
1969-12-27,9,Whole Lotta Love,Led Zeppelin,12,9,6,Positive,"{'joy': 38, 'anticipation': 4, 'surprise': 5, 'fear': 12, 'sadness': 12, 'trust': 3}"
1970-01-03,8,Venus,The Shocking Blue,19,8,4,Positive,"{'anticipation': 25, 'fear': 12, 'joy': 14, 'surprise': 12, 'anger': 17, 'trust': 16, 'disgust': 7, 'sadness': 7}"
1970-01-03,10,La La La (If I Had You),Bobby Sherman,14,10,7,Positive,"{'joy': 5, 'trust': 3, 'anger': 2, 'disgust': 3, 'fear': 2, 'sadness': 3, 'anticipation': 1, 'surprise': 1}"
1970-01-10,10,Jam Up Jelly Tight,Tommy Roe,13,10,9,Positive,"{'joy': 7, 'surprise': 4, 'anticipation': 2, 'trust': 1}"
1970-01-17,7,Don't Cry Daddy/Rubberneckin',Elvis Presley,11,7,8,Positive,"{'trust': 455, 'anticipation': 444, 'joy': 347, 'disgust': 304, 'surprise': 305, 'fear': 474, 'sadness': 414, 'anger': 320}"
1970-01-24,8,Without Love (There Is Nothing),Tom Jones,14,8,5,Positive,"{'joy': 14, 'anticipation': 4, 'trust': 4, 'disgust': 2, 'surprise': 2, 'anger': 1, 'fear': 1, 'sadness': 4}"
1970-01-24,10,I'll Never Fall In Love Again,Dionne Warwick,16,10,5,Negative,"{'sadness': 17, 'joy': 15, 'anticipation': 4, 'surprise': 2, 'fear': 5}"
1970-01-31,8,Thank You Falettinme Be Mice Elf Agin/Everybody Is A Star,Sly & The Family Stone,15,8,5,Positive,"{'anticipation': 101, 'anger': 70, 'disgust': 42, 'joy': 155, 'trust': 95, 'surprise': 55, 'fear': 72, 'sadness': 62}"
1970-02-07,7,Hey There Lonely Girl,Eddie Holman,13,7,7,Negative,"{'anger': 25, 'disgust': 26, 'fear': 26, 'sadness': 28, 'anticipation': 5, 'joy': 4, 'surprise': 3}"
1970-02-07,9,No Time,The Guess Who,17,9,8,Positive,"{'anticipation': 46, 'joy': 5, 'trust': 3, 'fear': 5, 'surprise': 1, 'anger': 2, 'sadness': 2}"
1970-02-07,10,Jingle Jangle,The Archies,11,10,11,Positive,"{'anticipation': 33, 'joy': 42, 'sadness': 33, 'trust': 33, 'disgust': 2, 'anger': 1}"
1970-02-14,8,Psychedelic Shack,The Temptations,11,8,5,Negative,"{'disgust': 18, 'sadness': 20, 'joy': 6, 'surprise': 5, 'trust': 6, 'anticipation': 6, 'anger': 3, 'fear': 4}"
1970-02-14,10,Arizona,Mark Lindsay,13,10,11,Positive,"{'sadness': 6, 'anger': 2, 'disgust': 2, 'fear': 4, 'trust': 6, 'joy': 6, 'surprise': 3, 'anticipation': 3}"
1970-02-28,6,Ma Belle Amie,The Tee Set,14,6,6,Positive,"{'trust': 12, 'anticipation': 4, 'joy': 3, 'anger': 3, 'disgust': 1, 'fear': 1, 'sadness': 1}"
1970-03-07,7,The Rapper,The Jaggerz,11,7,6,Positive,"{'anticipation': 2, 'joy': 1, 'trust': 1}"
1970-03-07,8,Give Me Just A Little More Time,Chairman Of The Board,16,8,8,Positive,"{'anticipation': 27, 'joy': 30, 'trust': 12, 'sadness': 5, 'surprise': 5, 'fear': 3, 'anger': 1, 'disgust': 1}"
1970-03-07,10,"He Ain't Heavy, He's My Brother",The Hollies,17,10,12,Positive,"{'trust': 8, 'anticipation': 5, 'anger': 1, 'fear': 1, 'sadness': 1, 'joy': 3}"
1970-03-14,10,Evil Ways,Santana,15,10,8,Positive,"{'fear': 5, 'anger': 1, 'disgust': 3, 'sadness': 3, 'joy': 12, 'trust': 4, 'anticipation': 3, 'surprise': 3}"
1970-03-21,4,Instant Karma (We All Shine On),John Ono Lennon,15,4,4,Positive,"{'anticipation': 9, 'joy': 14, 'trust': 11, 'surprise': 7, 'fear': 2, 'sadness': 1, 'anger': 1}"
1970-03-21,8,Love Grows (Where My Rosemary Goes),Edison Lighthouse,13,8,5,Positive,"{'anger': 4, 'anticipation': 6, 'joy': 13, 'surprise': 9, 'trust': 3, 'fear': 3, 'sadness': 3, 'disgust': 2}"
1970-03-21,10,Didn't I (Blow Your Mind This Time),The Delfonics,11,10,11,Positive,"{'anticipation': 14, 'joy': 24, 'anger': 1, 'disgust': 1, 'sadness': 2, 'surprise': 4, 'trust': 3}"
1970-03-28,6,ABC,Jackson 5,14,6,3,Positive,"{'trust': 24, 'joy': 39, 'surprise': 7, 'anticipation': 11, 'sadness': 10, 'anger': 1, 'disgust': 1}"
1970-03-28,8,Spirit In The Sky,Norman Greenbaum,13,8,5,Positive,"{'fear': 14, 'sadness': 14, 'anticipation': 1, 'joy': 2, 'trust': 4, 'surprise': 1, 'anger': 1, 'disgust': 1}"
1970-03-28,10,Come And Get It,Badfinger,23,10,8,Positive,"{'anticipation': 11, 'surprise': 5, 'disgust': 3, 'anger': 3, 'joy': 3, 'trust': 3}"
1970-04-04,7,House Of The Rising Sun,Frijid Pink,11,7,9,Positive,"{'anticipation': 14, 'joy': 13, 'surprise': 5, 'trust': 10, 'fear': 6, 'sadness': 7, 'disgust': 4, 'anger': 2}"
1970-04-04,10,"Easy Come, Easy Go",Bobby Sherman,12,10,9,Positive,"{'anticipation': 4, 'joy': 6, 'surprise': 3, 'trust': 7, 'sadness': 2}"
1970-04-18,8,Love Or Let Me Be Lonely,The Friends Of Distinction,14,8,7,Positive,"{'anger': 19, 'disgust': 18, 'fear': 19, 'sadness': 33, 'joy': 34, 'anticipation': 3, 'surprise': 9, 'trust': 2}"
1970-04-18,9,American Woman/No Sugar Tonight,The Guess Who,15,9,5,Negative,"{'disgust': 339, 'trust': 506, 'anticipation': 527, 'joy': 465, 'surprise': 356, 'sadness': 437, 'fear': 536, 'anger': 475}"
1970-04-18,10,Up The Ladder To The Roof,The Supremes,11,10,7,Positive,"{'anticipation': 6, 'joy': 12, 'surprise': 4, 'trust': 7, 'fear': 3, 'sadness': 6, 'anger': 1}"
1970-04-25,10,Turn Back The Hands Of Time,Tyrone Davis,16,10,6,Positive,"{'anticipation': 18, 'anger': 2, 'disgust': 1, 'fear': 4, 'sadness': 4, 'surprise': 4, 'joy': 12, 'trust': 2}"
1970-05-02,9,Vehicle,The Ides Of March,19,9,6,Positive,"{'anticipation': 13, 'joy': 31, 'trust': 11, 'fear': 10, 'sadness': 6}"
1970-05-09,7,Everything Is Beautiful,Ray Stevens,16,7,6,Positive,"{'joy': 23, 'sadness': 5, 'anticipation': 17, 'trust': 8, 'surprise': 2, 'fear': 4}"
1970-05-09,10,Reflections Of My Life,The Marmalade,13,10,9,Negative,"{'trust': 4, 'sadness': 12, 'anger': 7, 'disgust': 7, 'fear': 8}"
1970-05-16,5,Cecilia,Simon & Garfunkel,14,5,6,Positive,"{'fear': 6, 'joy': 7, 'trust': 3, 'anticipation': 3, 'sadness': 2}"
1970-05-16,9,Up Around The Bend/Run Through The Jungle,Creedence Clearwater Revival,13,9,4,Positive,"{'anticipation': 101, 'anger': 70, 'disgust': 42, 'joy': 155, 'trust': 95, 'surprise': 55, 'fear': 72, 'sadness': 62}"
1970-05-23,7,Love On A Two-Way Street,The Moments,12,7,7,Negative,"{'joy': 17, 'trust': 5, 'sadness': 20, 'anger': 9, 'disgust': 9, 'fear': 11, 'anticipation': 4, 'surprise': 1}"
1970-05-30,7,The Letter,Joe Cocker with Leon Russell & The Shelter People,18,7,7,Negative,"{'fear': 1388, 'trust': 1223, 'anger': 1003, 'anticipation': 841, 'disgust': 498, 'sadness': 725, 'joy': 259, 'surprise': 268}"
1970-06-06,6,Get Ready,Rare Earth,11,6,13,Positive,"{'anticipation': 37, 'trust': 5, 'joy': 14, 'fear': 2, 'sadness': 1, 'anger': 1, 'surprise': 2}"
1970-06-06,9,Make Me Smile,Chicago,17,9,10,Positive,"{'joy': 10, 'surprise': 4, 'trust': 7, 'sadness': 4, 'anticipation': 7}"
1970-06-06,10,The Long And Winding Road/For You Blue,The Beatles,12,10,3,Positive,"{'anger': 2, 'anticipation': 10, 'joy': 7, 'surprise': 5, 'trust': 6, 'sadness': 3, 'fear': 2}"
1970-06-13,10,The Love You Save/I Found That Girl,Jackson 5,15,10,3,Positive,"{'anticipation': 101, 'anger': 70, 'disgust': 42, 'joy': 155, 'trust': 95, 'surprise': 55, 'fear': 72, 'sadness': 62}"
1970-06-20,5,Mama Told Me (Not To Come),Three Dog Night,19,5,5,Positive,"{'anger': 4, 'fear': 5, 'sadness': 5, 'anticipation': 14, 'joy': 13, 'disgust': 2, 'surprise': 2}"
1970-06-20,6,Ball Of Confusion (That's What The World Is Today),The Temptations,20,6,5,Negative,"{'anger': 16, 'fear': 13, 'anticipation': 4, 'joy': 5, 'sadness': 6, 'surprise': 3, 'trust': 7, 'disgust': 3}"
1970-06-20,9,Hitchin' A Ride,Vanity Fare,16,9,14,Positive,"{'joy': 3, 'anger': 1, 'disgust': 1, 'fear': 1, 'sadness': 1, 'anticipation': 1}"
1970-06-20,10,Lay Down (Candles In The Rain),Melanie with The Edwin Hawkins Singers,11,10,9,Positive,"{'anticipation': 12, 'joy': 20, 'trust': 20, 'surprise': 9, 'sadness': 13, 'anger': 2, 'disgust': 2, 'fear': 3}"
1970-06-27,6,Ride Captain Ride,Blues Image,11,6,8,Positive,"{'anticipation': 14, 'joy': 4, 'surprise': 12, 'sadness': 2, 'anger': 2, 'trust': 2}"
1970-06-27,9,The Wonder Of You/Mama Liked The Roses,Elvis Presley,15,9,7,Negative,"{'anger': 139, 'fear': 118, 'sadness': 95, 'joy': 61, 'anticipation': 72, 'surprise': 44, 'trust': 84, 'disgust': 100}"
1970-07-04,7,Band Of Gold,Freda Payne,11,7,11,Positive,"{'joy': 8, 'trust': 5, 'anticipation': 4, 'sadness': 9, 'surprise': 2, 'anger': 4, 'fear': 4, 'disgust': 2}"
1970-07-11,7,(They Long To Be) Close To You,Carpenters,14,7,4,Positive,"{'anticipation': 8, 'surprise': 1, 'sadness': 3, 'joy': 4, 'trust': 2}"
1970-07-18,9,Gimme Dat Ding,The Pipkins,11,9,9,Positive,"{'sadness': 7, 'anticipation': 8, 'joy': 7, 'trust': 7, 'surprise': 4, 'fear': 1}"
1970-07-18,10,Make It With You,Bread,20,10,6,Positive,"{'joy': 3, 'trust': 1, 'fear': 1, 'sadness': 1, 'anticipation': 2, 'surprise': 1}"
1970-07-25,9,"Signed, Sealed, Delivered I'm Yours",Stevie Wonder,18,9,5,Positive,"{'joy': 21, 'disgust': 2, 'anticipation': 2, 'sadness': 3, 'fear': 2, 'anger': 1}"
1970-08-01,7,Spill The Wine,Eric Burdon And War,14,7,11,Positive,"{'anger': 7, 'anticipation': 9, 'joy': 4, 'surprise': 1, 'trust': 5, 'sadness': 5, 'disgust': 2, 'fear': 6}"
1970-08-01,9,"Tighter, Tighter",Alive & Kicking,11,9,9,Positive,"{'trust': 2, 'joy': 10, 'anger': 1, 'anticipation': 1, 'disgust': 1, 'fear': 1, 'sadness': 1, 'surprise': 2}"
1970-08-15,5,In The Summertime,Mungo Jerry,12,5,6,Positive,"{'anticipation': 12, 'joy': 13, 'surprise': 4, 'trust': 12, 'disgust': 2, 'sadness': 3}"
1970-08-15,6,War,Edwin Starr,11,6,6,Negative,"{'fear': 36, 'anticipation': 25, 'joy': 29, 'surprise': 20, 'trust': 37, 'anger': 9, 'disgust': 12, 'sadness': 8}"
1970-08-22,7,Patches,Clarence Carter,16,7,6,Positive,"{'anticipation': 7, 'anger': 5, 'sadness': 5, 'fear': 5, 'disgust': 4, 'joy': 3, 'surprise': 4, 'trust': 10}"
1970-08-22,9,I Just Can't Help Believing,B.J. Thomas,12,9,10,Positive,"{'trust': 8, 'joy': 4, 'anticipation': 8, 'anger': 1, 'disgust': 1, 'fear': 1, 'sadness': 1, 'surprise': 1}"
1970-08-29,8,(If You Let Me Make Love To You Then) Why Can't I Touch You?,Ronnie Dyson,12,8,11,Positive,"{'trust': 2, 'joy': 9, 'fear': 3, 'sadness': 4, 'disgust': 1, 'surprise': 2}"
1970-08-29,9,Ain't No Mountain High Enough,Diana Ross,17,9,4,Positive,"{'anticipation': 22, 'trust': 7, 'fear': 1, 'sadness': 2, 'joy': 7, 'anger': 1, 'surprise': 1}"
1970-08-29,10,25 Or 6 To 4,Chicago,13,10,6,Positive,"{'surprise': 4, 'sadness': 3, 'anger': 1, 'anticipation': 1, 'disgust': 1, 'fear': 1, 'joy': 1, 'trust': 1}"
1970-09-05,10,Lookin' Out My Back Door/Long As I Can See The Light,Creedence Clearwater Revival,12,10,5,Positive,"{'anticipation': 101, 'anger': 70, 'disgust': 42, 'joy': 155, 'trust': 95, 'surprise': 55, 'fear': 72, 'sadness': 62}"
1970-09-12,7,"Julie, Do Ya Love Me",Bobby Sherman,13,7,7,Positive,"{'joy': 8, 'anticipation': 2, 'anger': 1, 'fear': 1, 'sadness': 1}"
1970-09-19,9,Candida,Dawn,11,9,9,Positive,"{'anticipation': 2, 'joy': 6, 'surprise': 1, 'trust': 4, 'anger': 1, 'disgust': 1, 'sadness': 1}"
1970-09-26,6,Cracklin' Rosie,Neil Diamond,12,6,6,Positive,"{'anticipation': 10, 'disgust': 1, 'trust': 9, 'joy': 14, 'sadness': 3, 'surprise': 2}"
1970-09-26,8,Snowbird,Anne Murray,13,8,11,Positive,"{'joy': 8, 'trust': 4, 'anticipation': 4, 'surprise': 4, 'sadness': 1}"
1970-09-26,9,(I Know) I'm Losing You,Rare Earth,14,9,9,Negative,"{'anger': 11, 'sadness': 11, 'joy': 6, 'anticipation': 4, 'fear': 4}"
1970-10-03,10,All Right Now,Free,13,10,8,Positive,"{'joy': 24, 'anticipation': 3, 'surprise': 4, 'disgust': 4, 'fear': 2, 'sadness': 2, 'trust': 3}"
1970-10-10,8,Green-Eyed Lady,Sugarloaf,16,8,9,Positive,"{'anticipation': 6, 'joy': 10, 'sadness': 3, 'surprise': 2, 'trust': 6, 'anger': 3, 'disgust': 3, 'fear': 3}"
1970-10-10,9,We've Only Just Begun,Carpenters,18,9,5,Positive,"{'anticipation': 13, 'joy': 9, 'trust': 7, 'anger': 1, 'fear': 1, 'sadness': 1, 'surprise': 5}"
1970-10-17,10,Fire And Rain,James Taylor,17,10,6,Positive,"{'fear': 8, 'anticipation': 21, 'joy': 9, 'surprise': 5, 'anger': 3, 'disgust': 4, 'sadness': 4, 'trust': 7}"
1970-10-24,8,Indiana Wants Me,R. Dean Taylor,11,8,8,Positive,"{'disgust': 19, 'trust': 24, 'anger': 2, 'fear': 6, 'sadness': 3, 'joy': 9, 'anticipation': 4, 'surprise': 2}"
1970-10-24,9,Lola,The Kinks,12,9,9,Positive,"{'joy': 4, 'trust': 2, 'sadness': 4, 'fear': 1, 'anger': 1, 'surprise': 1, 'disgust': 2, 'anticipation': 2}"
1970-10-31,10,It's Only Make Believe,Glen Campbell,17,10,9,Positive,"{'anger': 1, 'disgust': 1, 'sadness': 1, 'joy': 5, 'trust': 4, 'fear': 1}"
1970-11-14,8,Somebody's Been Sleeping,100 Proof Aged in Soul,12,8,11,Positive,"{'joy': 2, 'trust': 4, 'disgust': 9, 'fear': 9, 'sadness': 9, 'surprise': 1}"
1970-11-14,9,Gypsy Woman,Brian Hyland,18,9,11,Positive,"{'anticipation': 6, 'joy': 16, 'sadness': 4, 'surprise': 3, 'trust': 3, 'fear': 2, 'anger': 1, 'disgust': 1}"
1970-11-14,10,It Don't Matter To Me,Bread,11,10,8,Positive,"{'anticipation': 9, 'joy': 3, 'trust': 2, 'fear': 1, 'sadness': 1}"
1970-11-21,10,Montego Bay,Bobby Bloom,13,10,11,Positive,"{'anticipation': 14, 'joy': 16, 'sadness': 12, 'trust': 14, 'surprise': 2}"
1970-11-28,9,Heaven Help Us All,Stevie Wonder,16,9,7,Negative,"{'anticipation': 4, 'joy': 5, 'sadness': 5, 'trust': 13, 'disgust': 13, 'anger': 4, 'fear': 5, 'surprise': 1}"
1970-12-05,7,One Less Bell To Answer,The 5th Dimension,25,7,7,Negative,"{'anticipation': 6, 'joy': 6, 'trust': 2, 'sadness': 11, 'surprise': 8}"
1970-12-05,8,No Matter What,Badfinger,24,8,6,Positive,"{'joy': 1, 'trust': 1}"
1970-12-05,10,Share The Land,The Guess Who,16,10,7,Positive,"{'anticipation': 33, 'joy': 29, 'trust': 29, 'surprise': 3, 'fear': 4, 'sadness': 5, 'anger': 1, 'disgust': 1}"
1970-12-12,6,My Sweet Lord/Isn't It A Pity,George Harrison,13,6,3,Positive,"{'anticipation': 108, 'fear': 105, 'joy': 148, 'surprise': 80, 'sadness': 88, 'trust': 126, 'disgust': 77, 'anger': 98}"
1970-12-12,7,Black Magic Woman,Santana,17,7,5,Negative,"{'sadness': 7, 'anger': 3, 'anticipation': 1, 'disgust': 2, 'fear': 2, 'joy': 7, 'surprise': 1}"
1970-12-12,9,Does Anybody Really Know What Time It Is?,Chicago,16,9,6,Positive,"{'anticipation': 19, 'fear': 3, 'sadness': 3, 'joy': 2, 'trust': 1}"
1970-12-19,6,Knock Three Times,Dawn,20,6,5,Positive,"{'joy': 7, 'sadness': 2, 'trust': 2}"
1970-12-19,7,Stoned Love,The Supremes,12,7,7,Positive,"{'joy': 28, 'fear': 7, 'sadness': 3, 'anger': 18, 'trust': 9, 'anticipation': 9, 'surprise': 4}"
1971-01-02,9,Domino,Van Morrison,12,9,8,Positive,"{'fear': 6, 'sadness': 6, 'anticipation': 3, 'disgust': 2, 'trust': 2, 'anger': 2, 'joy': 1}"
1971-01-09,9,Lonely Days,Bee Gees,21,9,6,Negative,"{'anticipation': 2, 'joy': 7, 'surprise': 4, 'trust': 4, 'sadness': 33, 'anger': 32, 'disgust': 32, 'fear': 32}"
1971-01-09,10,Stoney End,Barbra Streisand,12,10,11,Positive,"{'joy': 16, 'anticipation': 21, 'sadness': 7, 'trust': 15, 'surprise': 2, 'fear': 7, 'anger': 3, 'disgust': 1}"
1971-01-16,7,Groove Me,King Floyd,11,7,13,Positive,"{'anticipation': 10, 'joy': 24, 'surprise': 9, 'trust': 13, 'fear': 1}"
1971-01-23,8,Your Song,Elton John,11,8,9,Positive,"{'fear': 3, 'anger': 5, 'anticipation': 9, 'joy': 14, 'surprise': 12, 'trust': 14, 'disgust': 1, 'sadness': 3}"
1971-01-23,9,Rose Garden,Lynn Anderson,15,9,9,Positive,"{'joy': 23, 'sadness': 9, 'trust': 11, 'anticipation': 6, 'surprise': 5}"
1971-01-23,10,It's Impossible,Perry Como,12,10,11,Negative,"{'sadness': 17, 'anticipation': 3, 'joy': 4, 'surprise': 2, 'trust': 1}"
1971-01-30,7,I Hear You Knocking,Dave Edmunds,16,7,6,Positive,"{'anticipation': 4, 'joy': 5, 'anger': 1, 'disgust': 1, 'surprise': 2, 'trust': 4}"
1971-01-30,9,One Bad Apple,The Osmonds,34,9,5,Negative,"{'anger': 12, 'disgust': 16, 'fear': 13, 'sadness': 13, 'anticipation': 5, 'joy': 10, 'trust': 4, 'surprise': 2}"
1971-02-06,10,If I Were Your Woman,Gladys Knight And The Pips,11,10,11,Positive,"{'joy': 14, 'trust': 11, 'sadness': 4, 'anticipation': 2, 'anger': 2, 'fear': 3, 'disgust': 1, 'surprise': 1}"
1971-02-13,10,Mama's Pearl,Jackson 5,25,10,3,Positive,"{'anger': 2, 'anticipation': 2, 'joy': 21, 'surprise': 2, 'trust': 5, 'disgust': 12, 'sadness': 19, 'fear': 4}"
1971-02-20,5,If You Could Read My Mind,Gordon Lightfoot,11,5,9,Positive,"{'joy': 10, 'anticipation': 10, 'fear': 9, 'sadness': 6, 'trust': 9, 'surprise': 4, 'anger': 2, 'disgust': 2}"
1971-02-20,8,Sweet Mary,Wadsworth Mansion,15,8,9,Positive,"{'anticipation': 32, 'joy': 20, 'surprise': 12, 'trust': 13, 'disgust': 1, 'anger': 2}"
1971-02-20,9,Mr. Bojangles,Nitty Gritty Dirt Band,14,9,14,Positive,"{'joy': 6, 'trust': 6, 'sadness': 1, 'disgust': 2, 'surprise': 3, 'anticipation': 1}"
1971-02-27,8,Amos Moses,Jerry Reed,12,8,18,Negative,"{'disgust': 12, 'fear': 11, 'trust': 12, 'anticipation': 4, 'joy': 5, 'sadness': 4, 'surprise': 2, 'anger': 2}"
1971-02-27,10,Me And Bobby McGee,Janis Joplin,25,10,5,Positive,"{'anger': 3, 'fear': 6, 'disgust': 7, 'sadness': 5, 'anticipation': 13, 'joy': 15, 'trust': 21, 'surprise': 13}"
1971-03-06,4,Just My Imagination (Running Away With Me),The Temptations,16,4,5,Positive,"{'anticipation': 4, 'fear': 4, 'joy': 7, 'surprise': 2, 'trust': 6, 'disgust': 1, 'sadness': 2}"
1971-03-06,6,She's A Lady,Tom Jones,17,6,5,Positive,"{'joy': 5, 'trust': 4, 'anticipation': 5, 'surprise': 4, 'sadness': 4, 'anger': 3, 'disgust': 3, 'fear': 3}"
1971-03-06,7,For All We Know,Carpenters,12,7,5,Positive,"{'joy': 9, 'anticipation': 8, 'trust': 4}"
1971-03-13,8,Have You Ever Seen The Rain/Hey Tonight,Creedence Clearwater Revival,11,8,7,Positive,"{'anticipation': 101, 'anger': 70, 'disgust': 42, 'joy': 155, 'trust': 95, 'surprise': 55, 'fear': 72, 'sadness': 62}"
1971-03-20,8,What's Going On,Marvin Gaye,18,8,5,Positive,"{'trust': 20, 'disgust': 4, 'anticipation': 9, 'joy': 12, 'sadness': 7, 'anger': 9, 'fear': 13}"
1971-03-20,9,Help Me Make It Through The Night,Sammi Smith,15,9,10,Positive,"{'anger': 3, 'anticipation': 8, 'joy': 3, 'sadness': 3, 'disgust': 2, 'fear': 2, 'trust': 2}"
